school Name,sex,age,address,famsize,parent's cohabitation status,mother's education,father's education,mother's job,father's job,reason to choose this school,guardian,traveltime,studytime,failures,extra educational support,family educational support,extra paid classes,extra-curricular activities,attended nursery,wants to take higher education,internet,romantic,family relationship,freetime,going out with friends,daily alcohol consumption,weekend alcohol consumption,health,absences,Assignments grade,Midterm grade,Final Grade,Total Grades,Daily alcohol label,going out with friends label,famrel label
GP,M,15,rural,Greater than 3,living together,middle education,primary education,health,services,reputation,mother,less than 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,Excellent,8,9,9,9,27,Very Low,Low,Excellent
GP,M,15,urban,Greater than 3,living together,higher education,higher education,other,teacher,reputation,father,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,Bad,2,11,13,14,38,Very Low,Moderate,Good
GP,M,16,urban,Greater than 3,living together,secondary education,secondary education,other,services,near to home,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,Excellent,0,13,14,13,40,Very Low,Low,Excellent
GP,M,15,rural,Greater than 3,living together,secondary education,higher education,at_home,teacher,course,mother,greather than 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,Excellent,0,9,0,0,9,Very Low,Moderate,Excellent
GP,F,15,urban,Greater than 3,living together,higher education,higher education,services,at_home,course,mother,less than 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,Excellent,0,11,0,0,11,Very Low,Moderate,Good
GP,F,15,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,Excellent,0,16,16,15,47,Very Low,Low,Good
GP,M,15,urban,Greater than 3,living together,higher education,secondary education,teacher,services,course,father,15 to 30 min to 1 hour0 min,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,Average,0,7,9,0,16,Very Low,Low,Bad
GP,F,15,urban,Greater than 3,living together,higher education,higher education,teacher,services,course,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,Excellent,2,9,11,11,31,Very Low,Low,Good
GP,F,15,urban,Greater than 3,living together,secondary education,middle education,health,services,near to home,father,less than 15 min,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,Average,0,6,7,0,13,Very Low,Low,Average
GP,F,17,urban,Greater than 3,living together,higher education,higher education,other,teacher,course,mother,less than 15 min,<2 to 5 hours hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,Good,0,11,11,12,34,Very Low,Very Low,Good
GP,M,15,rural,Greater than 3,living together,middle education,secondary education,at_home,services,course,mother,less than 15 min,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,Very bad,2,11,8,8,27,Very Low,High,Good
GP,F,16,urban,Greater than 3,living together,higher education,middle education,health,services,near to home,father,less than 15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,Average,0,14,15,16,45,Very Low,Moderate,Good
GP,F,16,urban,Greater than 3,living together,higher education,higher education,health,health,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,Average,0,14,14,14,42,Very Low,Low,Good
GP,F,16,urban,Greater than 3,living together,primary education,secondary education,at_home,services,near to home,mother,less than 15 min,2 to 5 hours,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,Average,0,8,7,0,15,Very Low,Very High,Good
GP,F,16,urban,Greater than 3,living together,middle education,secondary education,services,services,course,mother,less than 15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,Bad,10,11,12,13,36,Very Low,Moderate,Good
GP,F,17,urban,Greater than 3,living together,primary education,primary education,at_home,services,course,mother,less than 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,Average,0,8,8,9,25,Very Low,Moderate,Excellent
GP,F,17,urban,Less than 3,living together,middle education,higher education,services,services,course,father,less than 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,Excellent,0,14,15,15,44,Very Low,Low,Good
GP,F,16,rural,Greater than 3,living together,middle education,middle education,services,services,reputation,mother,15 to 30 min to 1 hour0 min,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,Excellent,6,10,10,11,31,Very Low,Very High,Excellent
GP,F,17,urban,Greater than 3,living together,middle education,middle education,at_home,at_home,course,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,Good,4,9,10,10,29,Very Low,Moderate,Good
GP,F,16,urban,Greater than 3,living together,middle education,secondary education,services,teacher,other,mother,less than 15 min,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,Average,2,16,16,17,49,Very Low,Very Low,Bad
GP,F,16,urban,Greater than 3,living together,higher education,higher education,teacher,services,near to home,mother,less than 15 min,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,Excellent,0,13,13,14,40,Very Low,Low,Excellent
GP,F,17,rural,Greater than 3,living together,middle education,primary education,at_home,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,Average,2,13,11,11,35,Very Low,Very Low,Bad
GP,F,17,urban,Less than 3,living together,higher education,middle education,teacher,services,reputation,mother,less than 15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,Good,6,14,12,13,39,Very Low,Moderate,Good
GP,M,19,urban,Less than 3,apart,higher education,secondary education,services,at_home,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,Very bad,12,11,11,11,33,Very Low,Very Low,Good
GP,F,17,urban,Less than 3,living together,middle education,middle education,services,services,course,father,less than 15 min,>10 hours,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,Bad,0,10,9,0,19,Very Low,Very Low,Average
GP,F,18,urban,Greater than 3,living together,middle education,middle education,at_home,services,near to home,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,Average,0,9,10,0,19,Very Low,Moderate,Good
GP,F,17,urban,Greater than 3,living together,middle education,higher education,at_home,health,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,Very bad,2,10,10,10,30,Very Low,Moderate,Good
GP,F,18,urban,Greater than 3,living together,higher education,higher education,health,health,reputation,father,less than 15 min,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,Good,15,9,8,8,25,Very Low,High,Bad
GP,F,17,urban,Greater than 3,living together,primary education,primary education,services,teacher,reputation,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,Average,6,13,12,12,37,Very Low,Moderate,Good
GP,M,18,urban,Less than 3,apart,higher education,higher education,teacher,teacher,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,Bad,9,15,13,15,43,Very Low,Moderate,Excellent
GP,F,18,urban,Less than 3,living together,middle education,primary education,services,at_home,reputation,mother,less than 15 min,2 to 5 hours,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,Excellent,12,12,12,13,37,Very Low,Moderate,Excellent
GP,F,18,urban,Greater than 3,living together,middle education,higher education,services,at_home,reputation,other,less than 15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,Average,8,14,12,12,38,Very Low,Moderate,Good
GP,M,19,urban,Greater than 3,living together,higher education,higher education,teacher,services,reputation,other,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,Good,38,8,9,8,25,Very Low,High,Good
GP,F,19,urban,Greater than 3,living together,primary education,primary education,at_home,health,near to home,other,less than 15 min,5 to 10 hours,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,Average,14,15,13,13,41,Very Low,Low,Good
GP,F,18,urban,Greater than 3,living together,secondary education,secondary education,services,services,near to home,mother,less than 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,Good,0,7,0,0,7,Very Low,High,Excellent
GP,F,18,urban,Less than 3,living together,secondary education,secondary education,services,services,near to home,mother,less than 15 min,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,Very bad,7,16,15,17,48,Very Low,Moderate,Excellent
MS,F,18,urban,Greater than 3,living together,secondary education,secondary education,services,services,course,father,less than 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,Excellent,0,10,9,9,28,Very Low,High,Excellent
MS,F,18,urban,Less than 3,living together,primary education,primary education,at_home,services,course,father,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,Good,0,18,16,16,50,Very Low,Low,Excellent
MS,F,17,urban,Less than 3,living together,higher education,higher education,at_home,at_home,course,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,Very bad,0,16,15,15,46,Very Low,High,Bad
MS,F,19,urban,Less than 3,living together,secondary education,middle education,services,services,near to home,other,15 to 30 min to 1 hour0 min,2 to 5 hours,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,Average,4,7,7,9,23,Very Low,Low,Average
MS,F,17,urban,Greater than 3,living together,middle education,middle education,other,at_home,near to home,mother,less than 15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,Average,8,13,11,11,35,Very Low,Moderate,Average
MS,M,17,urban,Greater than 3,living together,middle education,secondary education,other,services,near to home,father,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,Average,2,11,11,10,32,Very Low,Moderate,Good
MS,F,18,urban,Less than 3,living together,secondary education,primary education,teacher,services,course,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,Very bad,0,7,9,8,24,Very Low,High,Good
GP,F,15,urban,Less than 3,living together,primary education,primary education,at_home,other,other,mother,less than 15 min,2 to 5 hours,3,yes,no,yes,no,yes,yes,yes,no,4,3,2,2,3,Average,10,7,8,10,25,Low,Low,Good
GP,F,16,urban,Less than 3,living together,middle education,middle education,other,at_home,course,father,15 to 30 min to 1 hour0 min,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,Excellent,14,10,10,9,29,Low,Moderate,Good
GP,F,15,urban,Greater than 3,living together,higher education,higher education,services,services,course,mother,less than 15 min,<2 to 5 hours hours,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,2,3,Excellent,0,8,10,11,29,Low,High,Average
GP,F,16,urban,Greater than 3,living together,higher education,secondary education,teacher,health,near to home,mother,less than 15 min,5 to 10 hours,0,yes,yes,yes,yes,yes,yes,yes,no,3,4,4,2,4,Good,2,10,9,9,28,Low,High,Average
GP,F,15,urban,Less than 3,living together,higher education,secondary education,services,services,reputation,father,less than 15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,Bad,0,10,10,10,30,Low,High,Good
GP,F,15,rural,Greater than 3,living together,primary education,primary education,other,other,reputation,mother,less than 15 min,2 to 5 hours,2,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,Excellent,2,8,6,5,19,Low,High,Average
GP,F,16,urban,Greater than 3,living together,secondary education,secondary education,other,services,near to home,mother,less than 15 min,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,Excellent,54,11,12,11,34,Low,Moderate,Good
GP,F,16,urban,Less than 3,living together,secondary education,primary education,other,other,near to home,father,less than 15 min,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,Bad,4,7,6,6,19,Low,Moderate,Average
GP,F,17,urban,Less than 3,living together,middle education,middle education,services,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,Excellent,6,12,12,12,36,Low,High,Good
GP,M,17,urban,Greater than 3,living together,secondary education,middle education,services,services,course,mother,less than 15 min,<2 to 5 hours hours,3,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,Excellent,16,6,5,5,16,Low,Very High,Excellent
GP,M,16,urban,Less than 3,living together,middle education,middle education,other,other,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,Excellent,0,13,13,12,38,Low,High,Excellent
GP,M,15,urban,Greater than 3,living together,higher education,middle education,health,services,other,mother,less than 15 min,<2 to 5 hours hours,0,no,no,yes,no,yes,yes,yes,no,2,2,4,2,4,Very bad,4,15,16,15,46,Low,High,Bad
GP,M,15,urban,Less than 3,living together,higher education,higher education,teacher,other,near to home,other,less than 15 min,<2 to 5 hours hours,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,Excellent,8,12,12,12,36,Low,Moderate,Excellent
GP,M,15,urban,Greater than 3,living together,higher education,middle education,teacher,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,4,3,3,2,2,Excellent,2,15,15,14,44,Low,Moderate,Good
GP,F,16,urban,Less than 3,living together,middle education,middle education,services,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,Good,2,12,13,13,38,Low,Moderate,Good
GP,F,16,rural,Greater than 3,living together,higher education,higher education,health,teacher,other,mother,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,Good,6,10,11,11,32,Low,High,Bad
GP,F,15,rural,Less than 3,living together,secondary education,primary education,other,other,reputation,father,15 to 30 min to 1 hour0 min,>10 hours,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,Average,12,16,16,16,48,Low,Low,Good
GP,M,16,urban,Greater than 3,living together,secondary education,primary education,other,other,reputation,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,Excellent,2,12,12,14,38,Low,Low,Excellent
GP,M,15,urban,Greater than 3,living together,higher education,secondary education,teacher,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,3,Excellent,6,9,9,10,28,Low,Moderate,Good
GP,F,15,urban,Greater than 3,living together,primary education,primary education,other,other,near to home,father,less than 15 min,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,Good,2,9,10,10,29,Low,Low,Good
GP,F,15,urban,Greater than 3,living together,higher education,higher education,services,services,reputation,father,15 to 30 min to 1 hour0 min,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,yes,4,4,4,2,3,Excellent,6,7,9,8,24,Low,High,Good
GP,M,16,rural,Greater than 3,living together,higher education,higher education,teacher,teacher,course,mother,less than 15 min,<2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,Good,8,18,18,18,54,Low,Very High,Average
GP,F,15,rural,Greater than 3,living together,secondary education,higher education,services,teacher,course,father,15 to 30 min to 1 hour0 min,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,Excellent,0,12,0,0,12,Low,Low,Good
GP,M,17,rural,Greater than 3,living together,secondary education,higher education,at_home,other,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,Excellent,0,10,0,0,10,Low,Very High,Excellent
GP,M,16,urban,Less than 3,living together,middle education,middle education,services,services,reputation,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,Bad,8,9,9,9,27,Low,Moderate,Bad
GP,M,16,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,course,mother,less than 15 min,<2 to 5 hours hours,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,Excellent,0,7,6,0,13,Low,Low,Average
GP,M,15,urban,Less than 3,apart,middle education,primary education,services,other,course,mother,greather than 1 hour,<2 to 5 hours hours,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,Excellent,0,8,9,10,27,Low,Very High,Good
GP,M,18,urban,Less than 3,living together,primary education,primary education,other,other,course,mother,less than 15 min,<2 to 5 hours hours,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,Good,0,6,5,0,11,Low,Very High,Bad
GP,F,15,rural,Greater than 3,living together,secondary education,secondary education,services,services,reputation,other,15 to 30 min to 1 hour0 min,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,Average,8,10,10,10,30,Low,Very Low,Good
GP,M,17,rural,Less than 3,living together,middle education,primary education,at_home,other,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,Excellent,0,7,6,0,13,Low,Low,Average
GP,M,16,urban,Less than 3,living together,primary education,middle education,other,other,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,Excellent,0,7,0,0,7,Low,High,Good
GP,M,16,urban,Greater than 3,living together,middle education,middle education,other,other,course,father,less than 15 min,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,Good,4,10,10,10,30,Low,Very High,Good
GP,M,16,urban,Greater than 3,living together,secondary education,higher education,other,other,course,father,30 min to 1 hour,<2 to 5 hours hours,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,Bad,0,6,5,0,11,Low,Very High,Average
GP,M,16,urban,Greater than 3,living together,higher education,secondary education,teacher,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,Average,10,9,8,8,25,Low,Moderate,Average
GP,F,17,urban,Greater than 3,living together,middle education,higher education,services,services,reputation,father,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,Excellent,0,16,17,17,50,Low,Low,Excellent
GP,F,17,urban,Less than 3,living together,secondary education,secondary education,other,other,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,Very bad,56,9,9,8,26,Low,Moderate,Excellent
GP,M,17,urban,Greater than 3,living together,secondary education,secondary education,services,services,other,mother,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,Good,12,12,12,11,35,Low,High,Good
GP,F,17,urban,Greater than 3,living together,higher education,higher education,services,teacher,near to home,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,Bad,24,18,18,18,54,Low,High,Good
GP,F,16,urban,Greater than 3,apart,secondary education,primary education,services,other,course,mother,less than 15 min,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,Good,5,7,7,7,21,Low,Moderate,Bad
GP,M,18,urban,Greater than 3,living together,middle education,middle education,services,other,near to home,mother,less than 15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,Excellent,15,6,7,8,21,Low,High,Good
GP,F,17,urban,Greater than 3,living together,higher education,secondary education,other,other,reputation,mother,less than 15 min,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,Very bad,22,6,6,4,16,Low,Very High,Average
GP,M,18,urban,Less than 3,living together,secondary education,secondary education,services,health,near to home,father,less than 15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,Good,13,6,6,8,20,Low,High,Average
GP,M,16,urban,Greater than 3,living together,higher education,higher education,health,other,reputation,father,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,Very bad,2,14,13,13,40,Low,High,Good
GP,M,17,rural,Less than 3,apart,higher education,higher education,teacher,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,Good,2,10,11,12,33,Low,Moderate,Average
GP,M,16,urban,Greater than 3,living together,none,middle education,other,other,other,mother,less than 15 min,<2 to 5 hours hours,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,Excellent,0,13,15,15,43,Low,Low,Good
GP,M,18,urban,Greater than 3,living together,secondary education,middle education,services,other,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,Excellent,0,6,8,8,22,Low,Very High,Good
GP,M,18,urban,Greater than 3,living together,middle education,primary education,services,services,other,mother,less than 15 min,<2 to 5 hours hours,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,Excellent,4,6,9,8,23,Low,Very High,Average
GP,M,17,rural,Greater than 3,living together,middle education,primary education,other,other,course,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,Excellent,0,8,12,12,32,Low,Low,Good
GP,F,18,rural,Greater than 3,living together,higher education,higher education,teacher,other,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,Good,8,12,10,11,33,Low,High,Good
GP,M,17,rural,Greater than 3,living together,primary education,middle education,at_home,at_home,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,Very bad,2,15,14,14,43,Low,Low,Average
GP,M,17,urban,Less than 3,apart,higher education,primary education,services,other,near to home,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,Excellent,30,8,8,8,24,Low,High,Good
GP,F,19,urban,Greater than 3,living together,higher education,higher education,health,other,reputation,other,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,Bad,0,10,9,0,19,Low,High,Bad
GP,M,18,urban,Less than 3,living together,higher education,higher education,teacher,teacher,near to home,mother,less than 15 min,<2 to 5 hours hours,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,Very bad,5,16,15,16,47,Low,Low,Very Bad
GP,M,17,urban,Less than 3,living together,higher education,higher education,other,teacher,near to home,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,Excellent,0,11,11,10,32,Low,Very Low,Good
GP,F,19,urban,Less than 3,living together,primary education,middle education,services,services,near to home,other,less than 15 min,2 to 5 hours,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,Average,0,9,9,0,18,Low,High,Good
GP,M,19,urban,Greater than 3,living together,primary education,middle education,other,services,course,other,less than 15 min,2 to 5 hours,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,Good,3,13,11,11,35,Low,Low,Good
GP,F,17,rural,Greater than 3,living together,secondary education,higher education,at_home,services,course,father,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,Excellent,0,11,11,10,32,Low,High,Good
GP,F,17,rural,Less than 3,living together,middle education,middle education,services,services,course,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,Average,3,11,11,11,33,Low,Low,Average
GP,F,17,urban,Greater than 3,living together,secondary education,primary education,services,services,course,father,less than 15 min,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,Excellent,1,12,14,15,41,Low,Moderate,Average
GP,F,17,urban,Less than 3,living together,none,middle education,at_home,at_home,near to home,father,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,Bad,0,16,15,15,46,Low,Moderate,Average
GP,M,18,urban,Greater than 3,living together,higher education,higher education,other,other,course,mother,less than 15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,Average,3,9,12,11,32,Low,Moderate,Good
GP,M,18,urban,Less than 3,living together,middle education,middle education,other,other,course,mother,less than 15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,Excellent,2,9,8,8,25,Low,Very High,Good
GP,F,17,urban,Greater than 3,living together,secondary education,middle education,other,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,Bad,0,7,8,0,15,Low,Low,Good
GP,F,17,rural,Greater than 3,apart,secondary education,middle education,other,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,Bad,4,9,10,10,29,Low,Moderate,Good
GP,M,18,urban,Greater than 3,living together,higher education,higher education,teacher,services,near to home,father,less than 15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,Bad,0,10,10,0,20,Low,Moderate,Good
GP,F,18,urban,Greater than 3,living together,secondary education,middle education,other,services,other,mother,less than 15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,Very bad,7,13,13,14,40,Low,Moderate,Excellent
GP,M,18,urban,Greater than 3,living together,higher education,secondary education,teacher,other,course,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,Excellent,0,10,10,9,29,Low,Very High,Excellent
MS,M,17,urban,Greater than 3,living together,secondary education,secondary education,health,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,Average,2,13,13,13,39,Low,High,Good
MS,M,18,urban,Less than 3,living together,primary education,secondary education,at_home,services,course,mother,less than 15 min,<2 to 5 hours hours,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,Average,7,8,7,8,23,Low,Moderate,Good
MS,M,18,rural,Less than 3,living together,primary education,primary education,at_home,other,other,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,Excellent,2,13,12,12,37,Low,Moderate,Good
MS,M,18,rural,Greater than 3,living together,primary education,secondary education,at_home,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,Average,4,10,10,10,30,Low,High,Average
MS,M,18,urban,Less than 3,living together,higher education,higher education,teacher,services,other,mother,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,Excellent,0,13,13,13,39,Low,Low,Good
MS,M,18,rural,Less than 3,living together,primary education,middle education,at_home,services,other,father,30 min to 1 hour,<2 to 5 hours hours,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,Average,3,14,12,12,38,Low,Moderate,Good
MS,F,17,rural,Greater than 3,living together,secondary education,primary education,at_home,other,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,Very bad,17,10,10,10,30,Low,High,Good
MS,F,18,rural,Greater than 3,living together,higher education,higher education,teacher,at_home,reputation,mother,30 min to 1 hour,<2 to 5 hours hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,Excellent,7,6,5,6,17,Low,Moderate,Good
